"","Country.Name","Country.Code","Indicator.Name","Indicator.Code","X1960","X1961","X1962","X1963","X1964","X1965","X1966","X1967","X1968","X1969","X1970","X1971","X1972","X1973","X1974","X1975","X1976","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017"
"1","Thailand","THA","GDP per capita (current US$)","NY.GDP.PCAP.CD",3214.48632516,3429.18404356,3629.66180104,3768.76950593,4017.41884731,4399.58547281,5136.08130684,5324.89301421,5575.709447,5961.49286579,6128.8087135,6196.83828665,6678.47415235,8608.27161293,10594.53787612,11214.36578911,12488.30804771,14205.69190964,16859.34962382,18813.0531996,21780.47323045,22996.44730988,23691.34074615,25452.53839997,26088.69602185,23845.06282037,25941.09153185,29873.03324456,35824.0768666,41308.3360635,48114.3161906,54728.8561875,61470.9020475,70446.2148786,79440.9383493,90768.5890166,97068.6372491,78713.0233505,58870.3729922,64852.4494893,64041.3179494,60391.3375263,66864.1422823,75249.8870651,84848.8675452,92307.4782564,107469.5871744,126713.3865525,139680.1282514,134364.5513738,161902.1394144,175168.0033939,186930.4158436,196771.7967039,189926.0263032,186499.9879952,190739.4641174,210380.6315875
