1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
"2,263,478","2,583,487","2,935,639","3,263,429","3,689,091","4,217,612","4,638,607","4,710,309","4,701,553","4,789,827","5,069,821","5,345,004","5,769,577","6,317,303","6,954,281","7,614,413","8,400,647","9,076,303","9,706,929","9,658,664","10,808,142","11,306,907","12,357,403","12,921,155","13,203,737","13,672,851"
